gender,emotion,mfcc0_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc0_std,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,mfcc14_std,mfcc15_std,mfcc16_std,mfcc17_std,mfcc18_std,mfcc19_std,mfcc0_max,mfcc1_max,mfcc2_max,mfcc3_max,mfcc4_max,mfcc5_max,mfcc6_max,mfcc7_max,mfcc8_max,mfcc9_max,mfcc10_max,mfcc11_max,mfcc12_max,mfcc13_max,mfcc14_max,mfcc15_max,mfcc16_max,mfcc17_max,mfcc18_max,mfcc19_max
female,calm,-706.92096,71.82814,13.182999,21.664398,9.262007,3.4476936,5.8417716,-7.0406017,-0.3327465,-1.6865027,1.5555145,-5.310212,0.22430488,-1.3183956,0.02476697,-0.8430962,-1.7111343,2.4131036,0.91389406,3.3790822,163.0737,52.138294,31.148104,25.231817,18.572573,17.608425,14.58442,18.456953,14.787435,14.010378,9.626783,12.844839,7.4582496,9.355492,7.955786,9.409034,10.189826,6.2204976,7.0126934,4.743868,-412.92865,215.94911,90.21356,87.68048,43.428257,23.181023,36.57144,17.456474,27.92831,15.550725,16.77179,11.297085,16.983433,17.840782,11.147923,16.2812,16.699682,20.613205,13.335066,13.354208
male,happy,-583.2825,43.21059,-7.0836077,2.0803914,4.319869,-5.281988,-5.2438335,-6.440219,-10.22208,-4.2672076,-3.1349652,-4.9747076,-3.0159662,-4.394273,-5.427976,2.368602,-7.8154783,-3.8920064,-4.6114855,-4.213684,192.2568,56.245117,22.363142,19.911207,17.914692,15.667543,11.464328,12.20619,16.726624,11.668989,9.5860405,8.388758,10.161053,9.854782,9.808159,6.445897,12.917873,7.5490203,7.852565,7.7458153,-267.0131,170.41336,31.081705,59.77888,47.55448,24.502731,11.446831,19.806156,14.633974,37.87457,21.110027,5.5249996,19.87873,14.029369,4.295089,29.669949,16.611387,8.944411,7.466397,8.052147
female,sad,-664.99304,59.323875,-1.1742519,15.879746,9.956026,-0.61311436,1.1434776,-11.942704,-3.5732477,5.290234,-7.269204,-1.5600096,-0.020122504,2.1080701,-0.31390887,-1.2817423,-1.3636377,4.186954,1.0080934,4.275237,160.00357,52.481297,32.820484,17.453726,14.705542,24.077564,18.428211,23.035278,14.778288,9.296226,15.382024,10.520437,11.513623,7.4249787,8.033692,10.542262,9.782542,4.5103474,7.7363167,8.058519,-381.5839,215.18802,68.02367,70.424576,34.85397,33.027267,53.67005,16.389915,14.515655,35.09109,10.875918,25.43478,20.001183,16.5606,11.834084,18.11884,11.656702,15.288853,14.421374,22.3715
female,sad,-630.56213,49.771896,-5.7987504,5.417123,1.3148278,-5.4318414,-4.928272,-17.327337,-9.391616,-4.033162,-9.023096,-0.5970681,-9.270239,-6.200275,-0.14223158,-9.4456625,-5.726486,-3.323974,-4.333346,-4.6352935,168.35101,47.13845,29.211485,21.465017,11.049419,16.641163,12.789886,19.401884,13.740107,9.727294,12.520516,8.189509,9.7745,8.133727,6.7269616,10.752225,7.3521256,6.305114,9.654589,7.381712,-360.26096,152.74745,60.546394,71.04258,21.5165,22.994293,14.946269,8.304974,24.279657,21.166496,19.402172,25.148209,14.899696,8.66973,28.502712,9.788699,10.4099865,13.891543,12.854417,8.865116
male,calm,-635.5427,78.01568,10.5082655,16.849632,12.388647,-1.1890782,2.3835762,-5.83921,-5.2632785,0.7450461,2.8218641,-1.38472,0.844648,3.87935,-0.65802187,-1.5619601,-2.669761,0.7784388,-1.3205411,-1.4132838,158.557,68.59115,22.194984,22.475332,18.829449,18.674171,15.027739,14.34873,10.790103,11.091176,11.255533,9.655369,8.169802,7.819394,8.359271,7.536714,8.107717,5.2559066,6.1100664,5.5554385,-366.71738,205.46172,84.52017,79.86139,74.012405,30.331026,38.110085,29.647448,10.624221,35.590744,34.8121,23.71339,22.474499,24.552143,20.11546,15.720696,10.333549,12.763742,9.5244465,12.720447
male,happy,-544.75616,36.535534,-9.965967,-0.021955436,-2.1545026,-8.83938,-8.041414,-5.66882,-14.599717,-5.1071963,-2.8365676,-6.8666105,-4.7259603,-6.188164,-6.8587675,-1.0282102,-8.508699,-3.5726178,-3.9641192,-3.376628,203.79141,56.070007,24.362364,16.760487,17.927063,18.988676,13.947861,12.073772,20.685862,9.592273,8.604628,10.931179,9.398034,8.601769,9.882605,7.1169705,12.243517,5.9999404,6.428689,6.1015506,-212.95152,172.47124,47.342438,46.968994,31.041248,17.835619,9.924398,19.278927,3.6387153,17.121498,13.850233,4.178301,12.747015,2.5850596,5.7936497,24.277596,4.2083063,3.2247648,5.7485657,8.055441
female,fear,-573.80347,50.80825,-10.013379,-4.2318435,-0.42712626,-7.518024,0.30993733,-16.550362,-11.061664,0.37120768,-3.8012187,-7.360249,0.09733083,-3.765682,-0.21434103,-4.067713,-10.7575655,-3.9985669,-4.5421457,-3.1320279,167.39311,47.45769,30.746311,17.94322,14.119724,23.183693,15.036616,15.446357,15.484384,13.584578,10.297334,11.074525,10.616693,9.462798,9.882462,11.284967,10.2915535,7.311084,10.810994,9.757709,-292.56845,142.71506,82.015625,41.1919,26.192543,35.334755,29.87305,17.631493,22.879467,36.56754,15.727852,10.402594,23.260202,12.105538,20.06147,14.845699,4.2886343,17.862518,20.591858,44.746094
male,happy,-669.861,60.157925,-6.026157,10.191509,8.39052,0.61977994,-3.727356,-4.265943,-8.108514,2.084365,1.6950755,-3.4443834,5.5039115,-1.290938,-4.6234994,3.7135227,-5.4021325,-0.2664214,1.6927416,-3.035004,196.6541,64.58995,26.320293,17.31517,17.631636,13.803375,13.500507,14.3531,17.29147,8.599716,8.48907,10.901767,10.593862,10.078051,12.020906,7.5783277,12.376852,6.5735993,6.7376757,8.341564,-312.70956,210.00659,30.33632,62.574604,64.04773,26.814535,10.892336,12.440238,10.09906,24.385702,21.985214,8.896881,39.408043,10.557492,7.9682198,31.012978,8.157875,9.4549885,14.991894,7.548423
female,calm,-535.1071,44.80096,-3.9235654,12.0231495,-2.0299807,-9.381451,-3.6486378,-20.147907,-6.2153134,-3.0127401,-4.475876,-6.548595,-1.073041,-3.223983,-5.269091,2.3134181,-1.782792,-2.9321911,2.657178,-5.560792,139.02719,51.91358,24.00309,20.133984,18.975964,16.22165,14.762273,18.096712,9.481928,10.492021,11.044123,10.851491,11.92114,8.568342,8.168126,9.660906,14.3518,9.095116,8.791821,15.137106,-314.23047,163.39517,53.458237,42.727882,50.33952,30.66951,17.229095,8.625641,12.42043,17.720705,14.552069,12.029434,18.663063,11.331757,9.676487,19.481697,22.722012,12.186426,19.731878,21.898613
male,surprise,-572.9951,51.11543,3.419715,5.735491,-4.7603154,-5.581883,-4.2945766,-3.331934,-7.037662,-5.8749614,2.8924453,-4.1093345,-4.952768,0.1230892,-2.6760428,-3.7754676,-2.9202025,0.73836726,0.39423537,5.133679,191.50116,59.54738,22.567726,21.40406,21.64616,22.223866,16.303585,12.438388,13.868035,13.842675,10.311437,11.847579,10.067787,8.907537,10.834957,9.446009,9.953054,8.831702,9.793959,12.939804,-275.28638,195.95863,67.87243,67.08556,34.285988,33.752888,30.316444,38.75599,26.061893,18.646847,42.25156,17.850513,15.262899,18.416061,11.994995,9.736246,27.137255,34.774673,30.888447,59.10605
male,disgust,-641.29614,55.834915,7.848878,11.521799,5.8531985,-1.0855136,-4.9572196,-1.3007579,-2.007993,0.40017042,0.98607177,-2.617468,1.9506246,-1.6169453,-0.5024431,1.9317759,-4.963645,2.2079399,0.1292503,-0.7222293,189.14157,66.487595,19.787363,21.374659,16.77095,19.774748,16.301056,11.948219,12.356209,9.111122,7.047489,10.108849,7.602186,8.165104,7.405709,7.3372216,10.119687,4.9772663,6.0463552,5.5078583,-348.62164,208.44852,52.80697,68.495865,42.165623,25.806362,20.020123,13.908682,19.552902,22.81985,15.828537,10.6065035,27.389297,8.827792,14.043275,24.226227,7.818961,15.995802,10.872199,9.533425
male,fear,-650.553,56.693207,14.16307,20.68129,5.5985994,9.607708,-3.515335,-8.629577,-2.6955059,2.2635143,-0.26282272,-3.8181028,3.09803,-0.04297284,-2.1970234,4.6900353,-2.9566243,-1.5801367,0.24044067,2.5011916,182.45381,74.84255,22.353035,21.295141,19.342928,16.835785,15.633667,14.639477,13.074635,11.008111,12.18499,11.012272,9.203192,9.458227,11.918151,8.77114,9.45531,7.5513206,7.7054496,5.0120873,-305.7283,190.61484,58.365414,78.13209,45.73495,42.25244,23.636345,13.121117,17.34007,28.85273,39.840164,11.095068,27.02293,22.474308,19.059832,42.03543,15.962554,12.476529,14.379814,14.607293
male,angry,-532.9163,48.79762,8.267565,8.323699,-1.3857592,2.9712853,-1.8690687,-3.3485115,-5.728836,-6.556404,2.756032,-4.884578,-1.1085882,-2.181256,-1.1826464,-2.0556397,-4.936334,-1.6451242,-1.166008,-2.8061786,188.24527,66.24469,25.994831,23.033388,24.75548,16.329176,14.881084,12.429208,12.51288,13.287148,11.742274,12.225086,7.9699545,8.482762,7.976145,6.891256,10.391194,6.802542,6.3083587,7.861956,-243.72728,194.01239,81.00513,74.53816,48.087715,34.765427,31.792692,17.817987,9.655707,11.641021,37.53411,12.398083,23.420502,12.506103,12.896349,7.709639,9.872725,8.617254,9.383614,8.648586
male,fear,-559.7779,49.33011,0.005937413,12.543462,9.293217,-4.829168,-7.9153285,0.43498906,-9.587213,-5.1263905,-3.1654732,-8.303905,-4.5874705,2.906762,-1.9848627,-0.35445055,0.27349246,-4.4095902,-4.0148697,2.7538066,168.42705,55.832806,22.224611,15.025165,13.736376,24.809315,13.208799,9.961578,16.804857,9.6084175,9.286504,11.582854,8.617667,7.856982,8.905913,8.492033,5.7292213,6.411431,8.776785,5.6854696,-241.67337,165.76874,57.159515,52.911713,61.51795,28.16994,20.051435,31.854393,16.380873,8.6892605,13.373543,12.963103,15.936468,31.51604,15.116762,17.98116,17.665672,6.1327763,12.52043,20.534369
male,fear,-622.86993,61.635395,7.414828,18.84099,10.033153,3.9887211,-1.035189,-5.5802426,-8.488827,0.32115108,0.07606107,0.36447462,2.7944243,-1.8873303,1.2676238,4.298476,-1.9931769,-1.2692254,1.0654193,2.4415238,190.87068,61.34881,24.017359,20.904032,16.644075,13.922887,12.459234,17.902634,17.741667,9.983036,12.5776,8.914876,8.405723,10.817661,9.152608,5.995256,10.394544,8.289491,8.533865,5.1525946,-324.3794,187.31534,54.162247,76.63757,52.661545,37.319817,30.25268,32.276085,21.32297,27.265968,23.979086,20.2081,22.02153,16.15536,18.603462,18.66456,15.420603,12.156548,24.626196,18.056416
male,angry,-388.09854,40.81118,-15.649463,9.209647,3.660055,-7.2018924,1.4131631,-4.551252,-10.41601,4.403442,-3.6672914,-3.956196,4.324659,-3.9084513,-4.5858073,0.16904953,-4.6605954,0.104577355,-1.9635123,-2.7231414,188.55943,51.492817,26.396662,18.844227,17.45969,21.224323,11.321783,12.279038,17.321663,6.5211854,11.337803,10.434856,8.305771,8.818435,8.748264,6.15098,10.232036,6.7404857,5.5688868,7.7462597,-29.121037,165.33832,26.996197,74.86049,49.24312,35.34671,30.7355,21.407288,11.700878,22.986294,18.875689,16.294804,29.427923,5.8796372,8.462996,14.242268,12.970083,16.760025,10.0460205,8.241959
male,disgust,-545.84296,66.32019,-8.267576,8.480599,12.4989805,-1.2463083,-0.31740585,-5.6616554,-1.6594234,1.869324,-0.2879424,3.4277232,2.5637505,-0.035424028,4.573308,2.0367396,-0.9681099,0.46538255,2.0301769,0.71232384,178.66362,63.57777,34.429764,22.382074,16.203205,19.751774,12.560986,17.827639,15.296206,12.322949,12.807975,9.86389,11.111584,10.572721,7.7131886,9.023812,10.892849,9.739874,8.63045,8.149525,-242.20465,198.19861,40.300434,54.786613,61.52481,20.335407,18.706903,17.975693,20.082756,38.89669,20.36964,20.712654,26.807941,19.46994,19.666561,18.91594,17.560951,17.519257,17.107307,15.993086
female,surprise,-597.57764,31.65018,0.8107003,-0.5408882,-7.340549,-3.10833,3.7935743,-8.382632,-10.935117,-7.2547083,-7.099718,-4.84431,-6.350873,-1.7353421,-6.4494734,-3.870599,-4.478357,-4.323583,-2.7409081,-2.0404122,190.5265,43.715443,22.952026,20.289011,13.217414,14.076749,13.901781,13.374127,12.270476,11.24905,11.135291,7.972275,10.343331,5.7985964,8.715345,7.83051,8.796038,8.19741,8.148631,6.744876,-296.65372,129.61905,66.966705,55.366154,15.234496,24.894222,61.423374,12.400225,0.44219783,10.088953,9.892675,9.715238,8.446516,18.051521,7.843988,14.835939,26.393456,6.4043264,31.943962,18.883366
male,angry,-446.50964,48.57397,-12.885488,13.018611,6.387366,-12.242324,-2.1052685,-7.4164176,-19.165827,-0.22982326,-2.677897,-11.928756,-2.6589544,-2.290293,-5.344512,-2.2984712,-7.0536838,-0.63037944,-3.5302784,-2.3021135,204.65433,64.01334,34.56232,22.874819,15.445414,31.562757,12.651675,14.959171,22.303644,9.449386,10.629488,14.845439,8.116753,9.303818,8.975937,7.2423315,9.33773,4.6022844,7.0969667,6.3766465,-112.89614,190.76352,59.70823,82.28381,44.23658,32.221535,23.87656,19.336185,6.03802,22.985935,18.777657,4.4580917,16.474625,17.003033,14.723549,18.591646,8.749309,14.538816,7.7381663,16.708332
male,fear,-616.3586,53.238487,0.57082623,10.068679,2.8886933,-6.518523,-4.004351,-4.163701,-4.6413174,-2.8542094,-0.817886,-0.9072121,-2.817745,-1.1454045,-1.9434931,1.084987,-2.9654748,1.3116376,-1.339526,0.4614648,184.22795,62.57298,22.527534,16.209045,15.550721,20.723654,12.501671,12.566887,11.748071,10.212678,9.666281,9.033303,8.922583,7.3614335,7.055977,5.672741,9.588436,5.633156,5.9593167,4.065342,-241.4061,202.70583,61.69348,71.05013,42.4413,20.188284,22.941486,11.492548,8.984518,16.638884,17.545948,14.880571,9.01184,25.249931,7.8328075,16.060461,6.823432,10.10102,8.070456,10.006092
female,fear,-317.35898,23.297575,-39.682816,-12.729726,-22.555912,-15.028671,-10.055991,-21.065584,-5.627685,2.6493893,-8.437782,7.2377443,1.6966299,16.216587,0.183009,0.39510694,3.6691315,0.7752272,2.2953122,6.2371087,121.13842,30.59965,32.351425,33.061695,26.838194,27.138477,17.959803,13.331889,15.913358,13.562519,13.5972595,14.140536,14.331628,16.781672,16.206516,12.038967,14.08448,12.5463705,12.317762,11.684088,-64.53574,103.528175,31.678883,50.265488,25.702503,44.47847,30.03853,8.600379,25.90804,38.671097,29.604599,63.96493,43.188526,63.957085,51.941605,39.21826,52.558,54.64572,61.12972,54.574627
female,happy,-646.7023,44.627403,-31.921171,7.44985,-4.359053,-18.03013,-13.933757,-16.59844,-6.4042554,0.6523881,-14.55373,-2.6133537,-5.1299877,-8.921808,-4.6399174,-6.1833196,-8.890142,-1.6894631,-7.526792,-5.956535,177.0223,49.61576,48.074535,24.432295,18.475676,22.8839,17.361343,18.896944,14.501275,11.918366,13.6391535,8.188144,13.260377,13.458312,8.286042,10.190632,9.1411495,5.023962,10.41496,7.64578,-381.5586,152.40405,60.844986,61.71124,22.387398,11.794418,9.3531275,9.402181,20.942783,36.684467,8.07526,19.410286,21.668556,10.355333,16.270739,15.059235,3.1440625,15.1163025,6.8934155,8.994898
female,angry,-620.1191,40.45414,-18.601866,7.9257417,-3.8432543,-11.31084,-9.179121,-10.090404,-5.70887,-0.40437868,-7.405224,-3.9531586,-3.351888,-6.4675713,-4.6850977,-4.587623,-6.7676487,-4.9284387,-4.081143,-3.9399567,163.61781,59.178112,34.073593,30.546711,15.6947,20.059456,12.9585705,15.79888,11.286951,10.8989315,10.22123,6.942914,10.159641,9.853473,9.228742,10.218144,6.8299603,7.1074324,8.075825,11.232881,-345.05963,202.946,75.18883,85.4922,36.983444,23.382185,27.013992,20.460526,15.207391,30.000393,7.1088643,15.689091,19.527802,9.082888,20.880104,19.028307,6.2806673,21.790754,25.027206,37.947407
male,disgust,-627.1901,55.628437,15.93584,10.332684,1.309257,5.2811265,1.4060035,-0.3562553,-1.5769445,-3.1490808,4.9200687,-3.18838,-1.2725911,-0.7421103,2.0915406,-0.11782679,-1.8481929,-1.9012773,-0.23201965,0.34546742,175.06862,68.66981,19.385775,21.157671,20.79332,16.014723,14.3504715,10.262783,10.950449,12.537594,10.151733,11.471014,8.599563,7.65897,5.627196,6.3443484,7.569516,8.615232,6.912494,5.325092,-338.9004,205.8434,64.06694,65.60614,43.169483,46.52836,40.09118,16.107805,19.79121,20.64703,41.869865,21.670216,15.489992,11.960981,24.779324,7.693225,9.43729,22.15444,13.577022,11.7902355
female,neutral,-688.7475,63.248642,8.932154,21.843252,7.3047514,2.1434164,5.89738,-9.047279,2.7432444,-1.789254,2.2842977,-3.9707358,0.7397755,2.995639,-1.5914351,0.42323047,-0.03244006,2.9251359,0.31429315,2.833185,175.09865,49.231934,31.845507,24.611492,16.191294,18.838512,12.442652,23.343142,12.788772,14.551832,11.868271,12.666022,9.2891655,5.955966,9.43705,7.2393394,7.8939595,6.6617713,8.262752,5.008709,-390.34787,213.18471,82.88888,79.70578,27.536173,35.643623,33.83535,21.482231,28.934696,20.806377,27.079578,10.431522,20.948488,17.535076,10.648188,14.936658,10.785166,20.557274,14.553097,13.736261
female,angry,-608.3222,42.47333,-4.18479,4.253869,-0.23761284,-7.537456,-4.817734,-14.514141,-7.3478293,-2.3186722,-8.709982,-2.100842,-8.516631,-4.6508613,-1.9335586,-9.477558,-6.844159,-3.6210892,-5.550376,-5.9252315,172.1839,59.58098,28.199476,21.693882,15.185104,18.261654,12.087625,20.074532,13.701599,8.580587,12.029091,7.066626,10.17214,7.656399,6.6654034,11.05284,8.513784,7.43063,7.114382,7.3613353,-313.8195,173.5158,76.18257,73.15642,33.722313,22.72293,18.109766,4.6265345,23.995316,22.794981,7.5350127,20.190495,4.3673315,6.5645313,21.353924,4.1551385,10.994313,13.454432,7.7185593,6.2517443
male,calm,-647.11743,63.513783,6.040068,15.049637,12.956362,8.22026,6.2446733,-2.690975,-2.2044024,4.0563188,0.67914456,-0.0062349583,5.638704,1.7890093,-0.49631226,0.45108345,0.1563485,-1.0800633,0.3182742,2.3332329,160.64622,65.89088,19.1196,20.861254,16.807344,14.521521,9.596509,13.922536,13.248981,9.535327,11.420394,10.796778,9.335998,7.785268,8.4044075,7.0339227,7.7042522,7.854933,6.4183965,3.868486,-351.33676,210.09265,53.83872,77.27745,54.3198,58.157455,26.27813,12.362406,11.560802,33.148396,19.469452,16.753342,31.094917,12.128164,11.303148,12.329362,15.58633,10.875309,12.075217,12.709397
female,calm,-709.78156,48.956806,7.0592685,12.370886,1.8128796,-5.1892447,0.5026916,-11.318309,-6.326186,-3.1304,-3.7488387,-4.583767,-5.4248343,0.21875682,-3.8436291,-5.857136,-4.7836437,-5.120492,-4.4084606,-4.357421,159.19852,57.879486,24.457182,24.213442,12.018643,13.5443325,12.250517,15.517447,12.147175,7.8582044,9.122242,6.9050007,10.150895,5.2378073,7.035126,9.2578745,7.45932,6.39908,6.8690763,5.9426746,-445.24677,165.26927,103.826706,76.90628,32.17857,17.277397,50.102394,14.8117485,17.088636,19.56401,21.448147,13.600019,12.123895,15.756065,12.923656,11.925259,7.387076,5.928772,9.455977,5.9217253
female,disgust,-644.3734,36.132797,-0.019421594,3.0612738,-7.6875153,-7.4593773,-6.728715,-10.855754,-11.117459,-2.3004274,-5.448659,-6.066709,-2.5772429,-2.5315247,-4.627529,-4.747458,-4.7393584,1.0508671,-1.4950227,1.603728,196.71074,54.32124,25.626884,23.882671,18.729877,18.2647,13.523408,14.615245,14.083328,10.7642145,9.600626,9.165286,7.909299,9.098445,10.639516,9.7977085,10.466039,9.954588,10.263595,11.575959,-280.80576,181.53613,48.636612,73.96268,36.705856,31.151379,28.291115,5.75362,4.180247,28.179008,17.146914,10.155964,18.064472,38.359863,46.300495,25.752903,32.07811,48.96689,34.10575,48.42418
male,angry,-449.2556,44.87273,-10.503033,4.327963,0.45036727,-9.869686,1.5626014,-2.0476677,-8.70335,-0.10561337,-4.6881695,-0.41776317,-2.4810658,-3.7925987,-0.5905285,-3.220473,-5.1387825,-1.1244428,-2.072247,-0.04424499,180.17776,55.07806,22.344973,26.734524,17.325756,21.775137,12.362434,14.022906,14.093277,10.951529,13.290477,7.534083,10.657627,7.2169952,6.8495655,7.8231535,8.908562,6.023402,8.165443,7.4234056,-126.41491,171.19675,41.110447,66.89526,45.735954,32.062965,38.859196,48.765537,12.224453,26.14402,26.400139,17.385489,22.048328,10.721855,18.053415,14.122644,16.870274,18.170036,20.673008,23.944462
male,happy,-654.0794,69.5262,3.1824958,18.595871,0.67250276,14.328771,0.10647178,-3.1642776,-6.1866245,1.9518181,4.695042,-4.903758,3.983675,0.9702842,0.7822445,1.2930992,-3.9347906,1.1389413,4.207601,-2.1993418,185.14258,58.170193,27.067019,21.985424,26.529982,14.694814,16.31507,15.496243,20.362734,11.664815,11.163658,13.110842,9.436802,10.785713,11.35927,7.388433,10.671234,9.300465,7.529154,6.9231253,-379.3057,173.17557,49.225945,89.69367,40.265297,50.901127,24.625305,16.503563,16.388311,19.398987,28.81446,12.638918,27.060677,22.635254,18.115343,15.428438,11.241016,23.448545,26.115644,10.508556
male,angry,-580.82275,68.2817,-0.23444368,13.09045,4.1463223,-9.643879,0.5444052,-6.699572,-5.598043,-1.4942653,0.6873673,1.5369961,-3.6222165,2.0236554,-2.6823888,-0.15179786,-5.3544683,-1.1146092,-1.4869394,-0.92620796,187.88763,79.17301,25.968616,24.32881,19.227129,34.007877,15.6851425,13.814019,12.895785,9.842686,11.966725,8.42231,7.3320994,8.737833,8.414416,6.6424985,9.432623,6.688677,7.7879643,5.994976,-254.966,179.43474,54.967026,67.08542,50.06585,44.784607,35.952225,22.356403,25.217896,20.966522,35.833496,23.991413,8.670179,30.66727,10.03921,17.293865,10.414018,11.897884,13.767357,12.68672
male,happy,-488.80295,51.40281,-16.119652,10.139318,6.978862,-11.043946,-3.5821137,-4.3213787,-16.318949,-0.6027135,-4.2391844,-9.049331,-1.3807311,-3.732715,-6.1187067,-4.0599422,-6.440546,-4.7314425,-2.6866663,-4.7433643,182.92548,63.336056,29.443483,24.74518,17.175112,22.366257,15.351265,14.28078,22.15686,11.136683,12.61431,14.142278,8.444186,8.192503,9.45719,6.8776064,8.596199,6.958782,5.0904436,6.804347,-196.82793,211.71036,42.357002,87.04457,48.818527,23.937725,34.01362,30.814022,10.49374,30.356491,28.094503,9.362129,27.23658,9.147741,10.837206,8.4751835,6.918255,11.591944,9.250418,4.6342435
male,happy,-620.7034,65.76584,7.1538744,17.170689,3.6706786,11.238317,-1.4635774,-3.6702366,-4.2807136,-3.2870598,4.2488656,-8.081536,-0.103484586,1.0250604,-1.8250719,1.0267601,-2.3609376,2.5872376,1.0944161,-1.0017312,179.80698,55.431202,24.608583,22.443937,21.915575,18.357445,18.313732,14.641637,17.233902,15.715446,12.318694,15.236714,8.579853,8.5655775,10.888321,8.087796,8.7495165,8.306498,7.3340797,6.740832,-339.34872,180.7088,69.39604,83.53641,42.325012,54.402405,34.41664,15.766497,20.822403,23.392834,37.283524,15.6996355,16.694452,17.91288,16.312561,25.328276,14.018641,19.26078,19.535303,13.376613
female,calm,-613.9884,55.380436,-14.584273,4.475887,-9.213384,-4.576474,-12.888386,-19.76373,-5.6679506,-3.9381387,-4.8708453,-8.4960785,-3.0677946,0.9422211,-4.1832733,1.1427627,-2.8265789,-4.512986,-6.1253037,0.23971269,142.23456,52.821938,32.71252,20.671871,16.709127,17.868626,17.803642,17.070665,13.680279,12.453173,8.254949,10.531615,7.5183067,5.392946,11.269436,6.509335,7.270441,7.5712976,8.74669,5.461636,-405.34222,156.64255,70.87692,64.14877,26.872738,31.071154,27.43371,9.235519,24.2398,17.506737,15.246986,18.636944,18.169926,13.318083,17.875198,15.317416,19.658249,11.787577,11.258471,14.492905
male,sad,-746.20166,69.81427,17.723703,19.79093,10.562505,15.267722,4.1274705,-4.6235313,0.5109154,1.2657975,3.0497658,-1.6197212,0.96640044,0.99060464,3.584956,5.130953,-2.5098991,1.3118722,-0.6705983,2.1843104,184.10352,56.796646,16.432888,18.661428,15.86637,15.455992,13.48326,16.861347,12.980117,12.97349,10.288224,13.208327,8.089903,8.8429,7.59752,6.2298603,8.898898,6.105163,8.182958,5.7418323,-454.6385,197.96814,58.699356,75.5267,49.11152,51.197136,24.727642,21.288456,23.043941,20.402416,17.75949,20.090126,15.665319,14.219373,17.92965,23.250042,11.198869,12.97836,12.848584,16.964022
female,fear,-474.04562,20.939781,-23.740177,-9.125882,-6.276875,-12.921997,-8.479092,-10.62549,-17.740532,-0.74234337,-3.1416938,-9.406858,-1.4740179,-3.3821619,-3.703255,0.0050181644,1.838246,9.080331,9.211546,8.160183,159.35295,37.186348,38.87857,21.783808,19.265675,22.940891,13.469411,14.247324,20.9454,9.1978035,11.632667,11.7239895,11.509826,12.597315,11.97136,12.14971,11.5770855,16.752474,18.081747,15.050365,-198.80182,132.2822,56.980244,47.362274,19.780153,17.702408,23.370964,10.641168,21.393913,22.052608,32.504456,7.2115703,30.069448,22.382347,36.06843,37.04804,46.86029,65.255005,77.41468,54.73333
male,surprise,-585.61774,54.735394,-7.5529485,6.39077,-3.8365617,0.2796048,-11.890846,-10.357372,-5.6327434,-9.938418,0.20334312,-1.2503791,-6.9644136,-2.5346174,-4.0191154,-5.05038,-1.7761761,-4.971881,-7.1069465,0.120214686,191.48166,58.564137,31.058508,18.352148,18.61399,12.090993,17.734432,13.284216,8.893452,16.249899,8.830221,9.36686,11.332158,6.8046994,7.298933,7.974845,5.8770804,7.795062,8.7588215,4.8377967,-274.43027,190.39348,69.42401,56.92845,33.833565,28.48218,10.9760895,7.2317853,8.738615,26.250557,25.96006,22.830029,20.539175,10.359223,11.383322,7.2377872,10.045319,12.268241,13.858365,13.463126
male,surprise,-494.78152,50.93467,1.8069037,9.666546,0.1370506,-9.197773,-10.612983,-8.787089,-7.7384434,-3.6977978,-5.311741,-2.724682,-2.3354177,-6.243678,-4.567885,-0.4769917,-4.663108,0.85121495,-3.8123333,-3.8098283,171.36407,47.772587,25.489729,25.596058,20.9281,22.476067,13.779078,14.8966465,9.870288,11.03317,10.256455,10.106205,8.212177,10.56538,9.284311,7.7691298,9.851654,6.694605,6.776489,8.04085,-200.30124,155.93924,79.818375,70.29131,38.719437,27.564266,15.531685,25.369556,9.434845,31.975498,13.482056,16.51351,14.220428,15.129302,12.533133,25.82638,10.238495,20.153906,14.358981,13.7306385
male,happy,-688.4569,78.13203,15.737865,19.704098,5.8113074,17.669943,-2.0204687,-3.3101792,-6.127247,0.24654631,3.337183,-3.0471013,2.8938231,-0.5624104,-2.3058987,3.558833,-2.2489116,-0.9806171,1.5929667,-0.39409077,173.01794,64.53843,22.117266,18.85024,20.131542,13.850694,18.168228,16.35691,16.888237,12.151601,11.550958,9.680897,8.811431,9.650416,10.972936,6.985757,9.654862,7.239669,6.6561413,5.297414,-389.06253,201.5646,64.8369,74.73837,43.34874,47.31209,21.11479,20.013779,13.380926,19.366478,24.048882,14.022818,33.797108,20.863419,16.249039,24.442444,13.709551,11.338413,17.710667,11.552992
